Index,Track URI,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,popularity
287,spotify:track:0UNeNA0dcfUMsGxvLwf2p3,Meek Mill,Pay You Back (feat. 21 Savage),2018-11-30,0.821,0.694,9,-5.169,1,0.229,0.03,0,0.411,0.23,85.047,54
288,spotify:track:0GTzZhS8P50p922OEuoNLF,JID,Westbrook (with A$AP Ferg),2018-11-26,0.621,0.779,1,-4.354,1,0.406,0.0454,0,0.0479,0.432,90.722,55
289,spotify:track:6NQ5iGuUuMar0uyogxWco3,Thutmose,Let Em Go,2018-10-24,0.826,0.719,1,-5.084,1,0.0736,0.341,0,0.274,0.673,113.35,0
290,spotify:track:2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2018-10-25,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,74
291,spotify:track:6wpQHwEstzhDddcy4dpVNr,A^K,Sippin' Yak,2015-11-04,0.759,0.892,5,-5.118,0,0.0801,0.0202,0,0.185,0.427,99.98,51
292,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,FISHER,Losing It,2018-07-13,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,76
293,spotify:track:0jAfdqv18goRTUxm3ilRjb,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),2018-12-21,0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,67
294,spotify:track:02CQH5capUYovYSiSiwKgX,A Boogie Wit da Hoodie,Bosses and Workers (feat. Don Q and Trap Manny),2018-12-21,0.842,0.605,1,-6.293,0,0.0559,0.358,0,0.0843,0.591,130.027,54
295,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,2018-12-24,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,22
296,spotify:track:63cd4JkwGgYJrbOizbfmsp,Mustard,Pure Water (with Migos),2019-01-16,0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,5
297,spotify:track:01IQ4aQgOf0Kkq3a273hmO,Dave,Funky Friday,2018-10-04,0.975,0.535,1,-7.227,1,0.196,0.0783,0,0.107,0.671,125.066,68
298,spotify:track:3hg4LSxrLF9yqSZNm9k7IR,DJ BomaNdoki,Ric Flair Drip (Freestyle),2019-01-04,0.583,0.561,1,-7.049,0,0.334,0.116,0,0.121,0.317,98.808,0
299,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD,2019-01-23,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,82
300,spotify:track:05KOgYg8PGeJyyWBPi5ja8,Drake,Free Smoke,2017-03-18,0.736,0.491,10,-6.892,0,0.439,0.0681,0,0.571,0.203,141.979,63
301,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid,Plug Walk,2018-03-30,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,75
302,spotify:track:3WXJOVqIyZKSkdLa82PF0L,21 Savage,a lot,2018-12-24,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,57
303,spotify:track:1VXVS7GZN9yfbzaWcWq2eo,21 Savage,gun smoke,2018-12-24,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,50
304,spotify:track:4FQaMaxFgIMX1Wg5wYKMRi,21 Savage,asmr,2018-12-24,0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,52
305,spotify:track:2rjbWlEDTx4tfajRaMs8Fw,21 Savage,1.5,2018-12-24,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,50
306,spotify:track:0lf7CfXZnvX7LnqL2q8FNB,21 Savage,all my friends,2018-12-24,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,52
307,spotify:track:1nbYiPgDJ4T3t46Is5Zc26,21 Savage,can't leave without it,2018-12-24,0.872,0.591,6,-6.952,0,0.359,0.111,0,0.144,0.696,131.982,55
308,spotify:track:5274I4mUMnYczyeXkGDWZN,Future,Fine China,2018-10-19,0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,77
309,spotify:track:711MglQhnhOF3UAiAs9A59,Juice WRLD,Robbery,2019-02-13,0.669,0.683,2,-5.17,1,0.054,0.278,0,0.268,0.579,159.996,0
310,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,2017-09-23,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,79
311,spotify:track:0wSvVM457zlF6mxgDbnw2b,DJ BomaNdoki,Taste Freestyle,2018-07-20,0.89,0.452,1,-10.249,1,0.229,0.0225,0,0.331,0.403,98.046,0
312,spotify:track:0dSIrRkA4PadGll16TgbnV,Famous Dex,PICK IT UP (feat. A$AP Rocky),2018-04-06,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,69
313,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,2018-10-05,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,78
314,spotify:track:2UciqgwVDwro0fev3MFbxJ,J. Cole,ATM,2018-04-20,0.772,0.498,8,-7.661,1,0.649,0.115,0,0.0898,0.351,81.817,67
315,spotify:track:3NxAG2ni1lLa8RKL6a0INc,Drake,Childs Play,2016-05-06,0.746,0.475,10,-11.243,0,0.113,0.0175,1.1e-05,0.197,0.292,80.006,65
316,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,KIDS SEE GHOSTS,4th Dimension,2018-06-08,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,68
317,spotify:track:19gEmPjfqSZT0ulDRfjl0m,Bobby Shmurda,Hot N*gga,2014-07-25,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,72
318,spotify:track:2NyrXRn4tancYPW6JwtTl2,Tee Grizzley,From The D To The A (feat. Lil Yachty),2017-03-17,0.851,0.625,10,-5.417,0,0.303,0.195,0,0.266,0.668,99.061,72
319,spotify:track:5u6vkDnOyaf8LsteDAj2ub,21 Savage,Ghostface Killers,2017-10-30,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,72
320,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,82
321,spotify:track:5gQcxYXqnofyocKgEbGYKt,YBN Nahmir,Bounce Out With That,2018-09-07,0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,70
322,spotify:track:1TULEHv0wpIZYI7zqmhzEg,Octavian,Bet (feat. Skepta & Michael Phantom),2019-02-27,0.855,0.594,8,-8.652,0,0.489,0.00128,3.43e-05,0.145,0.834,78.079,60
323,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,I,2019-03-01,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,77
324,spotify:track:35l8ivgXiWiDCv7TCZ50Da,Comethazine,Walk (Remix),2019-03-18,0.813,0.586,2,-10.478,1,0.379,0.0547,0,0.238,0.798,160.043,60
325,spotify:track:0NJp8GyCOWnQh71xKSPfuV,Tory Lanez,Freaky,2019-03-15,0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991,63
326,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,2019-04-05,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,14
327,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,Metro Boomin,10 Freaky Girls (with 21 Savage),2018-11-06,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,76
328,spotify:track:4iSPDEp397ilysbX8UlBkm,Ambush Buzzworl,Jumpy Remix,2018-07-20,0.685,0.818,10,-5.317,1,0.446,0.0756,0,0.083,0.599,126.909,0
329,spotify:track:6Gy7rXB6Ku5vIWC7WGWsl3,6ix9ine,KIKA,2018-11-27,0.745,0.715,1,-3.368,0,0.245,0.128,0,0.182,0.342,94.513,3
330,spotify:track:1ThmUihH9dF8EV08ku5AXN,Ski Mask The Slump God,Faucet Failure,2018-11-30,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,78
331,spotify:track:5gub2bpJRgJP4m4MliqtdV,Metro Boomin,Space Cadet (feat. Gunna),2018-11-02,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,0
332,spotify:track:32iPykTXUNZ9oGyACGUybq,Offset,How Did I Get Here (feat. J. Cole),2019-02-22,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,59
333,spotify:track:79OEIr4J4FHV0O3KrhaXRb,Rich The Kid,Splashin,2018-12-04,0.942,0.383,10,-8.099,1,0.565,0.00195,0,0.0922,0.38,100.021,2
334,spotify:track:4eIT2gZ0WZyJpgfmoD6saJ,City Girls,Act Up,2018-11-16,0.938,0.638,8,-4.696,1,0.188,0.0171,0,0.111,0.313,97.07,0
335,spotify:track:5rU6kDNXZLXIinFezpbWbO,NAV,Tap (feat. Meek Mill),2019-03-26,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,71
336,spotify:track:2N3U8uTYhjX2KwGT0pf5x0,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2015-05-26,0.394,0.661,4,-8.684,1,0.192,0.00996,0,0.343,0.335,149.818,74
337,spotify:track:2U6u4NcGmeIgkDjTMrIidr,Meek Mill,Niggas in Paris,2012-08-13,0.717,0.761,1,-6.712,1,0.371,0.0579,0,0.357,0.905,139.914,60
338,spotify:track:0mRRoNswugsvkHxmNCssQB,KAMI,Reboot (feat. Chance the Rapper & Joey Purp),2018-09-14,0.824,0.543,6,-7.011,0,0.174,0.0411,2.68e-05,0.0908,0.299,156.943,36
339,spotify:track:6mdMz0aTPcP4xPz4DOsp0W,Paris Shadows,Po'ed Up (feat. Gunna),2018-04-04,0.753,0.78,9,-5.835,1,0.0826,0.0258,0,0.0694,0.534,163.962,54
340,spotify:track:27wLSN2GWtUkWvR5q6YJ3i,AJ Tracey,Packages,2016-02-22,0.713,0.572,2,-10.509,1,0.401,0.0104,0,0.393,0.152,145.122,2
341,spotify:track:52NmkyHsGsHGb1UX8fTkMg,Kanye West,I'm In It,2013-06-18,0.485,0.604,1,-4.591,1,0.345,0.141,0,0.0668,0.45,170.337,56
342,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,2013-06-18,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,72
343,spotify:track:6wJrqTE6c4NtfDqAcSRcBf,6ix9ine,TATI,2018-11-27,0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981,0
344,spotify:track:3qkBZ5HegR5YzxGWor650h,Sage The Gemini,College Drop,2014-03-25,0.92,0.881,1,-6.03,0,0.129,0.0637,6.47e-05,0.2,0.729,100.003,0
345,spotify:track:0tYHqwTW4s6VuPWDSD7n7K,6ix9ine,KOODA,2018-04-10,0.885,0.641,1,-4.455,1,0.351,0.175,0,0.234,0.201,91.167,65
346,spotify:track:1oJ8EDr2pv94IvSd6ZmDgo,6ix9ine,MAMA,2018-11-27,0.761,0.672,1,-5.887,1,0.212,0.0893,9.77e-06,0.14,0.437,160.077,1
347,spotify:track:5KhFaq45chTw8RGfWo8T8J,6ix9ine,BILLY,2018-04-10,0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,70
348,spotify:track:1dYovbTTxX5lGJVEdEStm3,Tyga,Floss In The Bank,2019-01-14,0.863,0.77,8,-3.832,0,0.104,0.105,0,0.0499,0.798,103.932,50
349,spotify:track:44ZJ4hLD5onikKsVLQaILr,Stormzy,Vossi Bop,2019-04-26,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,70
350,spotify:track:5duCElafuovM4ZSmkQL4hn,Mustard,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",2019-05-10,0.871,0.493,9,-6.775,1,0.338,0.0104,0,0.0917,0.157,93.016,57
351,spotify:track:05UtzPUZ9yIItdZOoXhBns,Joyner Lucas,Devil's Work,2019-05-02,0.598,0.648,2,-6.986,1,0.38,0.209,0,0.109,0.235,98.644,28
352,spotify:track:6o79O9qBP3OAkWOXajAQIS,6ix9ine,WAKA,2018-11-27,0.772,0.812,0,-3.995,0,0.153,0.0834,0,0.115,0.655,97.407,0
353,spotify:track:3jHsYztlhj1GunIF6yIePH,6ix9ine,WONDO,2018-11-27,0.775,0.853,7,-5.867,1,0.298,0.0785,0,0.147,0.537,92.938,0
354,spotify:track:0EwS8XJQspgrj1zSUXhFkl,6ix9ine,KANGA,2018-11-27,0.901,0.598,1,-6.934,1,0.17,0.0192,0,0.0791,0.355,117.9,0
355,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,6ix9ine,GUMMO,2018-04-10,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,66
356,spotify:track:6gRbkI6s0M7zTE9uhRZUjV,Skepta,Greaze Mode,2019-05-09,0.781,0.72,6,-8.347,0,0.165,0.112,4.1e-05,0.153,0.403,150.074,54
357,spotify:track:4pUPQdgJowFjxb895tr437,Denzel Curry,SPEEDBOAT,2019-05-22,0.925,0.628,6,-7.587,1,0.131,0.0604,0,0.358,0.81,120.021,0
358,spotify:track:4fDe3N1y99VnT5qTuQ6OrL,Lil Toe,Visa,2019-05-07,0.801,0.601,1,-5.691,1,0.0492,0.18,0,0.201,0.486,82.522,48
359,spotify:track:1vw4TJRXkLuuJUtwh4UbYD,T.I.,Jefe (feat. Meek Mill),2018-10-05,0.71,0.826,2,-5.197,1,0.295,0.0808,0,0.738,0.735,127.947,50
360,spotify:track:6zDSBeavhGQZs53NiArKsB,Tyga,Werkkkk,2019-06-07,0.85,0.584,1,-6.084,0,0.365,0.295,0,0.0859,0.51,105.016,44
361,spotify:track:5BSz8sJO2YmKfNVQG7fq2J,Denzel Curry,ULT,2016-10-14,0.772,0.786,1,-5.337,1,0.24,0.113,0,0.202,0.233,130.071,57
362,spotify:track:3kCwyvhvVTyehIzYN2I0nF,Drake,Omertà,2019-06-15,0.646,0.899,6,-2.232,1,0.298,0.0337,0,0.232,0.685,164.119,61
363,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross),2019-06-15,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,82
364,spotify:track:4DmgUMnnCw27Tu5Jvqhm1n,Skepta,What Do You Mean?,2019-05-31,0.738,0.521,2,-8.909,1,0.495,0.0482,5.75e-06,0.108,0.379,192.003,60
365,spotify:track:59PUOc7B0WCNNx8Nr4qaA4,Dave,Streatham,2019-03-08,0.892,0.621,2,-7.67,1,0.0949,0.496,0,0.109,0.638,124.015,66
366,spotify:track:3Ki8cXDAFBpza3zjwHt04j,Kings,Flex,2019-06-21,0.849,0.67,9,-3.989,0,0.0623,0.0157,0.0155,0.075,0.806,98.011,42
367,spotify:track:2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge,2019-03-01,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,79
368,spotify:track:2S9r3he7RP6j6ptiQGVW6Y,Rich Brian,Kids,2019-07-17,0.635,0.694,1,-3.549,1,0.159,0.0596,0,0.141,0.398,85.809,42
369,spotify:track:3DKCTIiJ97bS9TGiqcABjo,Dave,Thiago Silva,2016-05-13,0.667,0.673,0,-7.574,1,0.323,0.0641,4e-06,0.0975,0.669,144.256,70
370,spotify:track:0N3W5peJUQtI4eyR6GJT5O,Kendrick Lamar,King Kunta,2015-03-16,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,74
371,spotify:track:0fABHG5a7RnqBlOKOwhWZD,MadeinTYO,Chucky Cheese,2018-10-26,0.89,0.542,10,-4.826,0,0.314,0.523,0,0.123,0.565,78.458,64
372,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug),2019-07-05,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,15
373,spotify:track:5hXqurVR1oeDhMjDDtxPNa,Tory Lanez,Melee,2019-07-12,0.655,0.617,10,-7.12,0,0.134,0.00113,0,0.11,0.19,150.092,0
374,spotify:track:1wJRveJZLSb1rjhnUHQiv6,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2018-12-21,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,81
375,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,Young Thug,The London (feat. J. Cole & Travis Scott),2019-05-23,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,76
376,spotify:track:4vRaGGiQN6l2LiQxSFg6ZP,Cordae,RNP (feat. Anderson .Paak),2019-07-23,0.648,0.713,9,-4.696,0,0.855,0.184,0,0.145,0.627,196.558,0
377,spotify:track:203mVoocZZHOi17MkkYLVT,Drake,Draft Day,2019-08-02,0.669,0.809,8,-3.823,1,0.347,0.0318,0,0.133,0.58,166.109,27
378,spotify:track:7qkILZ1KDBqIeXM1nqPRQQ,Drake,4pm in Calabasas,2019-08-02,0.763,0.657,0,-4.85,1,0.414,0.122,0,0.0947,0.53,192.041,29
379,spotify:track:7b5tGPIBILrAxIXFZ0DTMR,Marc Oso,Let 'em Lay,2017-09-27,0.766,0.46,10,-11.28,1,0.336,0.198,0,0.111,0.222,156.951,0
380,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,Ed Sheeran,Take Me Back to London (feat. Stormzy),2019-07-12,0.885,0.762,8,-5.513,0,0.216,0.219,0,0.162,0.605,138.058,71
381,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,2018-12-21,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,76
382,spotify:track:643PW82aBMUa1FiWi5VQY7,A$AP Rocky,Babushka Boi,2019-08-28,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,72
383,spotify:track:7fuSDngvlH3PJs3MbKVWNu,Stormzy,Sounds of the Skeng,2019-09-06,0.491,0.805,11,-3.226,0,0.299,0.0263,3.9e-05,0.109,0.382,174.63,56
384,spotify:track:4Yq3XUNfWrAPWuB94qkC09,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019-09-06,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,1
385,spotify:track:1uULQtJ8rbsX5TwjPpPc9Q,21 Savage,4L,2018-12-21,0.879,0.41,8,-9.233,1,0.551,0.000897,2.09e-05,0.108,0.0703,80.011,60
386,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,Panini,2019-06-21,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,73
387,spotify:track:2ZTa34NtrfrHS2oibRdPft,B. West,Believe Me,2017-08-13,0.741,0.545,10,-9.028,0,0.345,0.204,0,0.113,0.352,91.766,7
388,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Kanye West,Follow God,2019-10-25,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,75
389,spotify:track:0Exfrf3nRw9SXpls2n8KFB,ONEFOUR,Ladz in the Hood,2019-08-28,0.706,0.607,6,-10.121,0,0.314,0.0197,0,0.718,0.637,145.957,58
390,spotify:track:5T9NuDLP0TSffcvcG5jsLr,Ocean Wisdom,BLESSED (feat. Dizzee Rascal),2019-08-13,0.679,0.707,9,-8.082,1,0.328,0.178,1.98e-06,0.139,0.42,162.328,40
391,spotify:track:65TggCitjPK0sUXtwgOkN9,Dave,Screwface Capital,2019-03-08,0.914,0.56,0,-7.56,1,0.0486,0.523,3.69e-05,0.198,0.427,112.015,65
392,spotify:track:5ESwWPi8qGOTfgxpxK1AN1,Hardy Caprio,Wifey Riddim,2017-01-08,0.601,0.799,1,-5.888,0,0.218,0.575,0,0.245,0.491,141.766,46
393,spotify:track:7b4ky1LlQLFhXHmhZkFgqV,AJ Tracey,Ladbroke Grove,2019-02-08,0.903,0.839,11,-9.447,0,0.208,0.0939,0,0.102,0.727,133.986,72
394,spotify:track:5ChYwkrmRSwIxxqjbZGu1c,Ard Adz,Habibti,2019-03-01,0.948,0.52,8,-8.161,0,0.376,0.261,0,0.12,0.835,124.903,57
395,spotify:track:5wIjM4q7oIgiLqn8Qfoyxh,Russ Millions,Keisha & Becky - Remix,2019-04-11,0.863,0.471,6,-9.545,1,0.478,0.251,0,0.121,0.644,140.969,70
396,spotify:track:707G2An6l0OKGioSWZx3f2,Kenny Allstar,Friday (feat. DigDat),2019-07-04,0.869,0.537,1,-9.249,1,0.456,0.326,0,0.313,0.799,145.06,55
397,spotify:track:6RjFuqzKb1gByFDiB14MvO,slowthai,Inglorious (feat. Skepta),2019-05-17,0.751,0.66,4,-7.031,1,0.327,0.0169,2.35e-05,0.11,0.408,149.929,57
398,spotify:track:3DLRRpaDETZYltj3KZ7kxo,DigDat,AirForce,2018-11-09,0.855,0.673,1,-7.58,1,0.373,0.45,0,0.385,0.66,142.031,61
399,spotify:track:0FvcYFCck74daFwMFACbyN,JAY1,Becky,2019-07-05,0.886,0.335,1,-13.783,0,0.31,0.138,0.00825,0.11,0.16,146.067,51
400,spotify:track:0DvTfAgZvGkIOiKYSmHpIo,AJ Tracey,LO(V/S)ER,2018-08-29,0.9,0.831,1,-5.392,1,0.198,0.207,2.53e-06,0.0963,0.661,139.987,60
401,spotify:track:39PP9AowEIoqIqgDtPcSlN,Aitch,Daily Duppy (feat. GRM Daily),2018-11-12,0.691,0.531,7,-13.094,1,0.469,0.529,0,0.12,0.768,97.443,55
402,spotify:track:6GJu5qmWhXzOBIBQm2eTUI,BL@CKBOX,Songer,2018-03-21,0.802,0.486,9,-10.528,1,0.336,0.447,0,0.212,0.308,139.948,51
403,spotify:track:4bjZmNs91ogIj30eTPMssf,DigDat,Sales & Joints,2018-06-11,0.902,0.611,11,-8.861,0,0.527,0.105,0,0.144,0.741,145.993,40
404,spotify:track:0SxjNrhMwarsbcgEy0pavJ,Headie One,Both,2019-08-23,0.751,0.674,1,-7.101,1,0.212,0.565,0.000266,0.114,0.565,145.808,67
405,spotify:track:0SErNy2An0gCpYFRUNWwNT,Hardy Caprio,Guten Tag,2019-05-02,0.808,0.574,7,-8.527,1,0.335,0.309,0,0.18,0.632,141.013,65
406,spotify:track:6aejlBi8bnw92tQ3shK5z0,Digga D,Who?,2019-02-24,0.9,0.467,2,-11.441,1,0.449,0.541,0,0.0748,0.572,141.186,59
407,spotify:track:4B7fTyj1FIPvP9tT5X3DnR,Drake,Behind Barz - Bonus,2019-09-13,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,64
408,spotify:track:5FdKpk7MwtByxRsCzc1HLY,ONEFOUR,The Message,2019-03-31,0.86,0.749,1,-5.811,1,0.312,0.0869,0,0.323,0.487,139.955,60
409,spotify:track:1Y4lKNyzLxFAQh2BZCYgG0,ONEFOUR,In the Beginning,2019-11-14,0.771,0.771,8,-4.732,1,0.336,0.12,0,0.454,0.745,140.994,57
410,spotify:track:18buM63mvHx76n1kqqbwJ9,Kid Ink,Holy Grail,2020-01-31,0.708,0.687,3,-5.719,0,0.0415,0.173,0,0.0999,0.731,80.031,44
411,spotify:track:2ZrAjMSmlbDIil0JaVgTHh,Tory Lanez,Broke In A Minute,2020-02-07,0.929,0.7,0,-5.595,0,0.0906,0.144,0,0.349,0.802,120.009,11
412,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,2020-05-08,0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,80
413,spotify:track:24r2N0bBmpcQkZcnqfqhSQ,Chillinit,Wish You Well Pt. 2 (It's A Vibe),2018-10-30,0.597,0.525,1,-8.029,1,0.335,0.129,0,0.321,0.59,150.146,62
414,spotify:track:3ODFkkLTkyZpdyzcDQXTij,Baauer,3AM,2018-07-12,0.88,0.67,2,-9.237,1,0.217,0.0928,0.000595,0.064,0.235,116.016,59
415,spotify:track:0fySG6A6qLE8IvDpayb5bM,DaBaby,VIBEZ,2019-09-27,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,78
416,spotify:track:3Q6F8RByyhRTJpRtZLY3cg,Jack Harlow,WHATS POPPIN,2020-01-21,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,18
417,spotify:track:2B9wgj9XzbJZLty03PRbVo,Big Sean,Bezerk (feat. A$AP Ferg),2019-08-26,0.684,0.687,2,-4.673,1,0.2,0.0164,0,0.253,0.265,184.026,70
418,spotify:track:75dLEqanQTupF3dtP9exT5,Nicki Minaj,Yikes,2020-02-07,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,73
419,spotify:track:2hN5zu0d36ccHGHINeo1Mg,JAY1,Mocking It,2019-07-05,0.943,0.507,10,-8.182,1,0.393,0.447,0,0.106,0.647,104.036,60
420,spotify:track:4cblg338TOGUtnRfrW56Er,Bugzy Malone,M.E.N II,2019-04-30,0.639,0.4,10,-11.732,1,0.404,0.364,0,0.108,0.358,139.006,56
421,spotify:track:4r2WD5ZnLazPfsWqDWfK4F,Brothers,Trendy,2019-12-01,0.815,0.624,6,-6.096,0,0.449,0.389,0,0.0724,0.561,139.736,2
422,spotify:track:5wfyoR8XOkw45QRtFOoxyi,Dave,Professor X,2019-09-13,0.891,0.675,2,-6.892,1,0.152,0.11,0,0.275,0.562,127.012,69
423,spotify:track:0Ns3nvzgfC6Yh3j5apV66n,Kid Cudi,Soundtrack 2 My Life,2009-01-01,0.408,0.756,9,-6.759,0,0.135,0.461,1.24e-05,0.368,0.453,86.415,58
424,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,2020-04-24,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,85
425,spotify:track:4ea9w8c4ROqiZpJVhfBA3m,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],2019-12-20,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,72
