,artist_name,track_name,release_date,danceability,energy,key,loudness,mode,speechiness,accousticness,instrumentalness,liveness,valence,tempo,popularity,cluster
669,Alok,Never Let Me Go,2017-05-05,0.722,0.84,0,-3.9389999999999996,1,0.0349,0.0447,1.28e-05,0.066,0.569,124.00299999999999,4,7
670,Edward Sharpe & The Magnetic Zeros,Home,2009-07-14,0.542,0.589,2,-6.622999999999999,1,0.0318,0.292,0.000522,0.177,0.13699999999999998,111.665,72,5
671,Harmonia Do Samba,Meus Sentimentos - Ao Vivo Em Salvador,2013-01-01,0.65,0.682,7,-7.654,0,0.0326,0.28600000000000003,0.0,0.395,0.585,137.935,0,7
672,The Chainsmokers,Something Just Like This,2017-02-22,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.99600000000001,75,1
673,DJ Snake,Middle,2016-08-05,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.98100000000001,1,7
674,Maiara & Maraisa,Medo Bobo - Ao Vivo,2016-03-04,0.599,0.65,9,-4.394,1,0.0263,0.695,0.0,0.9690000000000001,0.34600000000000003,91.98899999999999,62,4
675,DJ Khaled,I'm the One,2017-04-27,0.599,0.667,7,-4.2669999999999995,1,0.0367,0.0533,0.0,0.134,0.8170000000000001,80.984,1,7
676,Luis Fonsi,Despacito (Featuring Daddy Yankee),2017-01-13,0.66,0.7859999999999999,2,-4.757,1,0.17,0.209,0.0,0.11199999999999999,0.846,177.833,5,3
677,Luis Fonsi,Despacito - Remix,2017-04-17,0.6940000000000001,0.815,2,-4.328,1,0.12,0.22899999999999998,0.0,0.0924,0.813,88.931,5,7
678,MC G15,Cara Bacana,2017-05-03,0.599,0.512,4,-2.5780000000000003,1,0.0641,0.0711,0.0,0.0816,0.725,87.838,56,5
679,Melanina Carioca,Deixa Se Envolver,2014-12-16,0.7609999999999999,0.727,5,-7.395,0,0.0576,0.251,0.0,0.22399999999999998,0.848,102.991,44,1
680,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2017-06-22,0.6709999999999999,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.11800000000000001,0.632,97.979,74,1
681,FRENSHIP,Capsize,2016-09-02,0.6829999999999999,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.6859999999999999,0.355,92.991,70,4
682,MC Fioti,Bum Bum Tam Tam,2017-02-08,0.9570000000000001,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,54,1
683,Kell Smith,Era uma Vez - Audax & Akimoto Radio Edit Remix,2017-07-07,0.716,0.679,3,-7.716,1,0.0412,0.0778,0.00337,0.10400000000000001,0.575,119.941,0,7
684,Ivete Sangalo,À Vontade,2017-08-04,0.741,0.867,10,-5.643,1,0.0543,0.14400000000000002,0.0,0.132,0.875,154.067,0,7
685,Willy William,Voodoo Song - Radio Edit,2017-03-28,0.614,0.722,11,-3.7689999999999997,0,0.21899999999999997,0.0544,0.0,0.139,0.26,103.885,45,1
686,ANAVITÓRIA,Fica,2017-04-18,0.493,0.509,10,-6.461,1,0.0367,0.469,0.0,0.09300000000000001,0.522,188.399,0,0
687,MC Kevinho,Tô Apaixonado Nessa Mina,2017-06-12,0.835,0.604,2,-4.239,1,0.0433,0.0505,0.0,0.213,0.5710000000000001,129.899,1,7
688,Mc Davi,O Verão Está Chegando,2016-10-19,0.821,0.85,10,-1.5630000000000002,0,0.0469,0.273,1.3800000000000002e-05,0.0393,0.963,130.015,51,1
689,Tiago Iorc,Coisa Linda,2015-07-10,0.634,0.489,1,-9.325,1,0.0279,0.405,0.008190000000000001,0.09699999999999999,0.20199999999999999,93.969,67,0
690,A.D.Z,Habilidade,2017-01-27,0.7290000000000001,0.615,9,-4.8919999999999995,1,0.0386,0.209,0.0,0.125,0.248,89.95200000000001,31,5
691,Major Lazer,Sua cara (feat. Anitta & Pabllo Vittar),2017-06-02,0.789,0.767,9,-4.612,0,0.0715,0.00812,0.000348,0.10099999999999999,0.637,99.95700000000001,0,7
692,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,0.696,0.8170000000000001,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,77,5
693,Naiara Azevedo,Mentalmente,2017-07-14,0.71,0.609,0,-7.0120000000000005,1,0.17800000000000002,0.0254,0.0,0.624,0.501,127.867,50,4
694,Mc Livinho,Fazer Falta,2017-05-25,0.532,0.467,11,-6.499,0,0.11699999999999999,0.0133,2.91e-06,0.226,0.249,76.792,61,5
695,Danny Ocean,Me Rehúso,2017-06-16,0.7440000000000001,0.804,1,-6.327000000000001,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,75,5
696,Nego do Borel,Eu Vacilei Mas Eu Te Amo,2017-10-20,0.847,0.7609999999999999,7,-5.877000000000001,0,0.0942,0.22399999999999998,0.0,0.0348,0.532,128.977,33,1
697,MC G15,Você Foi Diferente,2016-12-19,0.884,0.77,1,-5.34,0,0.495,0.585,0.0,0.27,0.679,129.83,49,2
698,IZA,Pesadão (Participação especial Marcelo Falcão),2017-10-05,0.74,0.7909999999999999,11,-3.915,1,0.239,0.192,0.0,0.35,0.7440000000000001,75.017,59,1
699,IZA,Te pegar,2017-01-27,0.759,0.8640000000000001,1,-3.633,1,0.0563,0.26,0.0,0.28300000000000003,0.797,99.991,50,1
700,Dennis DJ,Automaticamente,2016-09-22,0.9179999999999999,0.907,0,0.04,0,0.0812,0.0192,3.36e-06,0.0637,0.8390000000000001,132.076,53,1
701,Phoenix,Lisztomania,2009-01-01,0.635,0.7859999999999999,0,-6.46,1,0.0377,0.0349,0.007670000000000001,0.49700000000000005,0.305,97.54,66,5
702,Sofi Tukker,Drinkee - Vintage Culture & Slow Motion! Remix,2016-07-29,0.813,0.6970000000000001,4,-4.995,1,0.040999999999999995,0.00778,0.6990000000000001,0.0995,0.6729999999999999,122.005,54,6
703,Imagine Dragons,Thunder,2017-06-23,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,3,3
704,Nelly,Ride Wit Me,2000-06-27,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8000000000000001e-06,0.244,0.722,101.875,0,7
705,Nelly Furtado,I'm Like A Bird,2008-01-01,0.622,0.616,10,-5.107,1,0.0349,0.147,3.87e-06,0.218,0.598,89.67299999999999,0,7
706,Mc Don Juan,Amar Amei,2017-11-01,0.675,0.493,1,-5.197,0,0.0792,0.488,0.0,0.073,0.8170000000000001,129.97899999999998,57,1
707,Melim,Anunciação / Put Your Records On - Superstar,2016-06-24,0.6559999999999999,0.513,6,-10.705,1,0.0272,0.501,1.07e-06,0.105,0.34,100.035,58,0
708,Anitta,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),2017-12-18,0.8759999999999999,0.55,2,-5.4639999999999995,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,65,5
709,Alceu Valença,Anunciação - Ao Vivo,2016-12-09,0.54,0.898,9,-7.18,1,0.0528,0.419,1.14e-06,0.9840000000000001,0.473,109.984,53,4
710,Monobloco,Os Orixás / Anunciação - Ao Vivo,2006-01-01,0.56,0.8170000000000001,9,-9.281,0,0.0496,0.294,0.0026100000000000003,0.489,0.728,108.04299999999999,0,4
711,MC G15,Falei pra Elas,2016-10-06,0.7490000000000001,0.6759999999999999,9,-1.902,1,0.20600000000000002,0.42200000000000004,0.0,0.214,0.49700000000000005,86.831,44,1
712,Vintage Culture,Sede Pra Te Ver - Vintage Culture & Ghostt Remix,2017-12-01,0.764,0.792,11,-5.064,1,0.0553,0.0117,0.0020399999999999997,0.715,0.748,123.02799999999999,0,4
713,Sixpence None The Richer,Kiss Me,1997-01-01,0.526,0.7490000000000001,3,-6.9639999999999995,1,0.0283,0.023,1.76e-06,0.0692,0.42100000000000004,99.98200000000001,76,5
714,Twenty One Pilots,Ride,2015-05-12,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.5660000000000001,74.98899999999999,45,5
715,Mc Gw,Ritmo Mexicano,2017-07-22,0.687,0.872,10,-3.013,0,0.0983,0.126,0.00839,0.0906,0.706,179.99099999999999,57,3
716,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),2017-11-30,0.5870000000000001,0.299,8,-7.365,1,0.0263,0.779,0.0,0.12300000000000001,0.35600000000000004,94.992,76,0
717,Maroon 5,What Lovers Do,2017-10-13,0.7979999999999999,0.593,8,-5.712000000000001,1,0.0683,0.0811,2.96e-06,0.0756,0.44799999999999995,110.00299999999999,0,7
718,Everyonne,Deixe Me Ir - Remix,2017-10-30,0.828,0.691,9,-5.642,0,0.212,0.19,0.0004969999999999999,0.102,0.579,123.01799999999999,42,1
719,Cidade Negra,Girassol (Acústico),2002-12-02,0.551,0.831,4,-5.138,1,0.0591,0.142,0.0,0.841,0.825,81.047,64,4
720,Lucas Lucco,Permanecer (feat. MC G15),2017-11-01,0.866,0.5589999999999999,3,-5.571000000000001,0,0.0751,0.429,0.0,0.0817,0.7290000000000001,128.024,51,1
721,Christina Aguilera,What a Girl Wants,1999-01-01,0.754,0.8190000000000001,0,-6.832999999999999,1,0.11199999999999999,0.0684,0.0,0.345,0.818,142.137,0,7
722,Dua Lipa,New Rules,2017-06-02,0.762,0.7,9,-6.021,0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,80,1
723,Camila Cabello,Havana (feat. Young Thug),2018-01-12,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.39399999999999996,104.988,82,5
724,Dennis DJ,Mostra o Que Sabe (feat. Marvin),2017-01-13,0.823,0.725,1,-4.398,1,0.0605,0.29,0.0,0.0885,0.8690000000000001,130.056,39,7
725,Rihanna,Man Down,2010-11-16,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.78799999999998,69,3
726,Daddy Yankee,Gasolina,2004-07-13,0.857,0.8009999999999999,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,77,5
727,Britney Spears,Sometimes - Radio Edit (Remastered),2014-07-29,0.75,0.769,10,-5.309,1,0.026000000000000002,0.358,0.0,0.0807,0.852,95.995,36,1
728,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2017-08-11,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.047,0.0,0.083,0.579,154.084,78,3
729,Fergie,Clumsy,2006-01-01,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.29600000000000004,0.452,184.00900000000001,0,3
730,Ludmilla,Tipo Crazy (Participação especial de Jeremih),2016-10-21,0.764,0.8320000000000001,8,-3.505,0,0.0597,0.299,0.0,0.203,0.8170000000000001,92.99,39,1
731,ANAVITÓRIA,Singular,2016-08-18,0.7440000000000001,0.303,11,-10.464,1,0.0341,0.684,2.09e-06,0.109,0.306,119.713,0,0
732,1Kilo,Deixe Me Ir - Acústico,2017-03-17,0.555,0.439,7,-11.026,1,0.222,0.841,0.0,0.106,0.705,186.581,70,0
733,Cam’ron,Hey Ma,2002-01-01,0.7909999999999999,0.6659999999999999,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,59,1
734,Dido,Thank You,1999-06-01,0.722,0.595,1,-9.927999999999999,0,0.0415,0.284,0.000538,0.0694,0.738,79.98,59,5
735,Mariah Carey,Fantasy (feat. O.D.B.),2003-10-14,0.8370000000000001,0.5479999999999999,2,-9.658,1,0.11599999999999999,0.0407,0.0,0.05,0.821,102.49700000000001,55,5
736,Kevin Lyttle,Turn Me On,2004-03-30,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,65,1
737,Armandinho,Outra Vida,2012-11-01,0.349,0.41100000000000003,2,-10.581,0,0.0354,0.42200000000000004,0.0,0.44299999999999995,0.306,127.26899999999999,0,0
738,Anitta,Indecente,2018-03-26,0.8740000000000001,0.602,7,-5.118,1,0.127,0.16,0.000842,0.096,0.5870000000000001,127.99700000000001,58,5
739,Nicky Jam,X (feat. Maluma & Ozuna) - Remix,2018-06-29,0.6629999999999999,0.696,9,-4.957,0,0.10300000000000001,0.0561,3.77e-05,0.0778,0.738,180.113,70,3
740,MC Kevinho,Papum,2018-05-04,0.731,0.752,7,-5.109,1,0.174,0.28600000000000003,0.0,0.0548,0.782,129.717,1,7
741,MC Kevinho,Rabiola,2017-12-01,0.748,0.499,9,-9.436,1,0.122,0.149,0.0,0.16399999999999998,0.6859999999999999,94.977,1,7
742,Ludmilla,Não encosta,2018-04-20,0.902,0.491,11,-9.207,0,0.165,0.21100000000000002,7.09e-05,0.342,0.552,139.966,47,2
743,Rael,Aurora Boreal - Ao Vivo,2017-06-30,0.45399999999999996,0.8059999999999999,0,-7.58,1,0.12300000000000001,0.348,0.0,0.9670000000000001,0.475,91.081,0,4
744,Post Malone,Psycho (feat. Ty Dolla $ign),2018-04-27,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.45899999999999996,140.06,81,0
745,Meja,All 'Bout the Money,1997-12-08,0.705,0.836,9,-6.582000000000001,1,0.0355,0.0576,0.00143,0.174,0.551,102.08200000000001,49,5
746,Michael Bublé,Everything,2007-04-30,0.6859999999999999,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,72,1
747,Aldair Playboy,Amor Falso,2018-03-23,0.767,0.55,4,-11.498,1,0.0554,0.27899999999999997,0.0,0.0548,0.9,153.963,55,0
748,Justin Timberlake,Say Something (feat. Chris Stapleton),2018-02-02,0.7070000000000001,0.632,10,-7.031000000000001,1,0.0789,0.10300000000000001,1.09e-05,0.0841,0.37200000000000005,97.04,71,5
749,CamelPhat,Cola,2017-06-16,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,69,6
750,Dua Lipa,IDGAF,2017-06-02,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.02799999999999,80,5
751,ANAVITÓRIA,"Ai, Amor",2018-08-03,0.725,0.532,4,-10.530999999999999,1,0.0457,0.546,0.00131,0.0969,0.5589999999999999,103.94,65,0
752,ANAVITÓRIA,Porque Eu Te Amo,2018-08-03,0.581,0.613,0,-9.443999999999999,1,0.0372,0.623,1.75e-05,0.212,0.214,90.098,67,0
753,Saulo,Esquadros - Ao Vivo,2013-09-05,0.596,0.723,1,-9.222999999999999,0,0.0462,0.301,0.0,0.9440000000000001,0.6809999999999999,149.95,39,4
754,Matheus & Kauan,Ao Vivo E A Cores,2018-05-10,0.6679999999999999,0.526,5,-6.1739999999999995,0,0.0352,0.0131,0.0,0.147,0.42,135.032,53,5
755,Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,2018-05-10,0.6579999999999999,0.9079999999999999,9,-4.293,1,0.0517,0.0612,0.0,0.0666,0.82,125.921,42,1
756,Melim,Meu Abrigo,2018-06-08,0.6579999999999999,0.5720000000000001,3,-7.527,1,0.0304,0.214,0.0,0.125,0.741,92.01100000000001,73,5
757,MC Kekel,Amor de Verdade,2018-03-30,0.638,0.7240000000000001,7,-7.966,1,0.0851,0.138,0.0,0.11199999999999999,0.461,120.235,3,7
758,Erasure,A Little Respect - 2009 Remastered Version,1988-04-18,0.607,0.784,0,-7.962999999999999,1,0.0258,0.0299,3.85e-06,0.28800000000000003,0.622,113.804,54,5
759,Vanessa Da Mata,Boa Sorte / Good Luck (feat. Ben Harper),2007-01-01,0.78,0.5660000000000001,11,-9.289,1,0.05,0.32299999999999995,0.000463,0.0814,0.281,111.01899999999999,62,0
760,Maroon 5,Girls Like You (feat. Cardi B),2018-05-30,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.44799999999999995,124.959,76,0
761,Netinho,Milla - Ao Vivo Em Aracaju / 1996,1996-01-01,0.483,0.852,4,-9.863,1,0.0616,0.0255,1.71e-06,0.961,0.419,153.642,54,4
762,Natalie Imbruglia,Wishing I Was There,2005-09-03,0.585,0.845,10,-7.919,1,0.0589,0.0272,5.04e-06,0.24100000000000002,0.843,92.99799999999999,27,7
763,Dennis DJ,Só Você,2018-05-04,0.8340000000000001,0.7509999999999999,11,-0.787,1,0.11699999999999999,0.449,0.0,0.11199999999999999,0.6970000000000001,129.935,63,1
764,Legião Urbana,Quase Sem Querer,1986-01-01,0.598,0.65,7,-14.280999999999999,1,0.0402,0.019,0.0482,0.0775,0.595,90.67299999999999,61,0
765,MC Vinicius,Corpo Nú,2017-12-22,0.765,0.862,7,-1.496,0,0.0907,0.00315,0.0,0.285,0.604,128.072,36,1
766,MC Kevinho,O Bebê,2018-09-11,0.81,0.7490000000000001,6,-3.734,0,0.114,0.248,0.0,0.24100000000000002,0.795,165.05700000000002,3,7
767,Nelly Furtado,Promiscuous,2010-01-01,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.8759999999999999,114.29700000000001,56,1
768,Shaggy,It Wasn't Me,2000-01-01,0.8490000000000001,0.613,0,-4.796,1,0.0715,0.0566,0.0,0.335,0.6729999999999999,94.75,0,7
769,Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2007-11-19,0.73,0.746,1,-3.53,1,0.0517,0.0672,0.0,0.353,0.5489999999999999,92.523,51,5
770,Bad Bunny,MIA (feat. Drake),2018-10-11,0.8170000000000001,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.06200000000001,79,5
771,MC Kevin o Chris,Medley da Gaiola - Dennis DJ Remix,2018-08-27,0.8959999999999999,0.7559999999999999,4,-5.56,0,0.228,0.711,0.0,0.0779,0.6859999999999999,140.07299999999998,61,1
772,Dennis DJ,Agora é Tudo Meu,2018-12-07,0.848,0.9329999999999999,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,65,1
773,Dennis DJ,Sou Teu Fã,2018-04-06,0.777,0.659,2,-5.9079999999999995,1,0.0309,0.115,0.0,0.0624,0.465,125.07799999999999,66,5
774,Melim,Ouvi Dizer,2017-12-08,0.509,0.608,7,-7.662999999999999,1,0.0634,0.0712,0.0,0.095,0.685,79.148,0,7
775,Atitude 67,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,2018-02-23,0.6729999999999999,0.841,4,-4.968,1,0.0591,0.599,0.0,0.723,0.6629999999999999,162.961,68,4
776,2DE1,Injeção - Rádio Remix,2018-07-12,0.611,0.75,7,-5.95,1,0.0691,0.32899999999999996,6.75e-05,0.09699999999999999,0.57,119.97200000000001,29,7
777,Alok,Próximo amor,2018-11-23,0.642,0.7440000000000001,6,-4.261,0,0.0493,0.22,0.0,0.102,0.348,120.09100000000001,56,1
778,Vintage Culture,Cante por Nós,2018-03-09,0.7759999999999999,0.8190000000000001,9,-5.212999999999999,0,0.057,0.048,0.000325,0.0897,0.735,124.04299999999999,64,1
779,Mc Livinho,Hoje Eu Vou Parar Na Gaiola,2018-10-17,0.65,0.361,2,-7.153,1,0.40399999999999997,0.0331,0.0,0.0978,0.8440000000000001,89.803,64,2
780,MC Kevin o Chris,Finalidade Era Ficar em Casa,2018-10-12,0.81,0.978,6,-3.949,1,0.198,0.5710000000000001,0.212,0.0846,0.703,149.888,52,3
781,Clau,Pouca Pausa,2018-06-15,0.8859999999999999,0.583,8,-6.638999999999999,0,0.149,0.19399999999999998,0.0,0.0922,0.883,103.006,65,1
782,Ludmilla,Clichê (Participação especial de Felipe Araújo),2018-11-23,0.674,0.53,9,-4.955,1,0.106,0.439,0.0,0.134,0.228,177.998,56,3
783,Rashid,Bilhete 2.0 (feat. Luccas Carlos),2018-01-19,0.628,0.7240000000000001,10,-6.7410000000000005,0,0.21600000000000003,0.177,0.0,0.095,0.6679999999999999,87.986,63,1
784,Lagum,Bem Melhor - KVSH Remix,2018-10-12,0.78,0.8290000000000001,11,-6.767,0,0.152,0.0188,0.000813,0.0971,0.573,124.03399999999999,59,1
785,Vintage Culture,Feeling Good,2018-10-19,0.8390000000000001,0.574,2,-7.4239999999999995,1,0.0771,0.27699999999999997,0.48,0.10300000000000001,0.0342,123.986,42,6
786,Vintage Culture,Memories,2017-11-17,0.711,0.67,1,-7.57,1,0.0304,9.22e-05,0.875,0.0905,0.0391,124.01899999999999,0,6
787,Vintage Culture,I Will Find,2018-09-28,0.922,0.535,6,-8.171,0,0.0484,0.14400000000000002,0.271,0.552,0.382,123.97200000000001,69,5
788,Vintage Culture,Human (Remix),2017-09-01,0.828,0.8490000000000001,10,-5.25,0,0.0515,0.0402,0.0016300000000000002,0.457,0.643,121.97200000000001,61,1
789,Vintage Culture,Losing - Remix,2016-12-16,0.7170000000000001,0.963,2,-3.157,0,0.0907,0.005,0.153,0.737,0.45,121.99,55,4
790,Vintage Culture,Eyes - Radio Edit,2015-05-25,0.77,0.514,5,-8.005,0,0.0351,0.000278,0.0011300000000000001,0.239,0.29600000000000004,119.98899999999999,51,5
791,Mc Livinho,Azul Piscina,2017-10-27,0.565,0.40399999999999997,9,-9.732999999999999,1,0.106,0.0337,0.0,0.0443,0.6829999999999999,86.81200000000001,54,0
792,Lagum,Bem Melhor,2018-06-12,0.841,0.493,11,-7.099,0,0.0295,0.0139,2.46e-05,0.297,0.55,118.041,63,1
793,Vintage Culture,Céu Azul - Vintage Culture & Santti Remix,2017-04-07,0.7170000000000001,0.728,11,-4.078,1,0.0298,0.10400000000000001,0.0017699999999999999,0.0901,0.292,121.009,59,5
794,MC Kekel,Solteiro Nunca Está Só,2018-10-12,0.8390000000000001,0.545,10,-3.718,1,0.0753,0.0151,0.0,0.114,0.545,129.907,0,7
795,Vintage Culture,Wild Kidz,2016-09-09,0.7170000000000001,0.8240000000000001,4,-4.435,0,0.0473,0.0123,0.11800000000000001,0.695,0.7509999999999999,121.994,52,4
796,Vintage Culture,Monday,2017-09-15,0.6509999999999999,0.94,11,-3.8369999999999997,0,0.0377,0.00271,9.73e-06,0.183,0.8859999999999999,124.029,50,1
797,Vintage Culture,Why Don't U Love - Felguk Remix,2017-07-24,0.7959999999999999,0.853,2,-5.744,1,0.171,0.00765,0.000393,0.0691,0.508,125.98,44,5
798,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2018-10-18,0.753,0.498,2,-5.61,1,0.0504,0.551,0.0,0.0706,0.927,89.95,2,7
799,Ariana Grande,"thank u, next",2018-11-03,0.7240000000000001,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,8,7
800,Calvin Harris,One Kiss (with Dua Lipa),2018-04-06,0.7909999999999999,0.862,9,-3.24,0,0.11,0.037000000000000005,2.1899999999999997e-05,0.0814,0.5920000000000001,123.994,82,1
801,Kygo,Remind Me to Forget,2017-11-03,0.6890000000000001,0.505,0,-6.388999999999999,1,0.0933,0.158,0.0,0.138,0.312,99.01700000000001,66,5
802,DJ Khaled,No Brainer,2018-07-27,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,72,3
803,Loud Luxury,Body,2017-10-27,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,76,5
804,Daddy Yankee,Con Calma,2019-01-24,0.737,0.86,8,-2.6519999999999997,0,0.0593,0.11,1.94e-06,0.0574,0.6559999999999999,93.98899999999999,81,1
805,MC Kevin o Chris,Vamos pra Gaiola,2019-01-11,0.872,0.971,6,-5.5760000000000005,1,0.281,0.917,0.00143,0.121,0.521,149.987,59,3
806,Anitta,Onda diferente (feat. Papatinho),2019-04-05,0.705,0.721,1,-5.545,0,0.514,0.33299999999999996,0.0,0.10099999999999999,0.574,75.132,62,2
807,Eve,Let Me Blow Ya Mind,2001-01-01,0.9079999999999999,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.03200000000001,72,1
808,MC Kevin o Chris,Ela É do Tipo,2019-03-07,0.632,0.39799999999999996,6,-6.615,1,0.373,0.945,0.0,0.228,0.633,90.695,64,0
809,Cardi B,Please Me,2019-02-15,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.99200000000002,75,5
810,Sunshine Anderson,Heard It All Before,2001-01-01,0.698,0.925,3,-4.209,0,0.222,0.0611,0.0,0.095,0.6759999999999999,96.95299999999999,56,1
811,Mapei,Don't Wait,2014-04-04,0.748,0.496,7,-6.119,1,0.0557,0.0825,0.0,0.163,0.33299999999999996,98.971,58,5
812,Luan Santana,Vingança - Ao Vivo,2018-09-14,0.608,0.7290000000000001,1,-7.4,1,0.128,0.151,0.0,0.201,0.431,165.959,62,3
813,Ed Sheeran,I Don't Care (with Justin Bieber),2019-05-10,0.7979999999999999,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.8420000000000001,101.956,83,1
814,Projota,Sei Lá,2019-04-25,0.6609999999999999,0.43,6,-8.738,1,0.0422,0.519,0.0,0.111,0.9620000000000001,151.955,69,0
815,MC Kevin o Chris,Evoluiu,2019-03-15,0.7759999999999999,0.465,7,-6.367999999999999,0,0.434,0.466,0.0,0.363,0.6940000000000001,149.829,64,2
816,Tropkillaz,Bola Rebola,2019-02-22,0.8340000000000001,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,69,1
817,Dynho Alves,Malemolência,2018-10-31,0.8290000000000001,0.64,6,-5.537000000000001,0,0.231,0.5529999999999999,0.00021400000000000002,0.131,0.848,160.025,62,1
818,Shawn Mendes,Lost In Japan,2018-05-25,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,75,2
819,CNCO,Pretend,2019-02-15,0.68,0.883,11,-3.862,0,0.10300000000000001,0.284,0.0,0.14,0.8340000000000001,101.98299999999999,62,1
820,Dilsinho,Refém,2016-06-10,0.648,0.542,3,-6.292000000000001,1,0.036000000000000004,0.6920000000000001,0.0,0.0923,0.835,147.861,68,0
821,Dennis DJ,Pirata e tesouro - Dennis DJ Remix,2018-10-11,0.823,0.626,0,-3.677,1,0.0613,0.41700000000000004,0.0,0.23399999999999999,0.7170000000000001,133.975,49,5
822,Dilsinho,Refém - Dennis DJ Remix,2017-12-15,0.735,0.474,3,-6.265,1,0.035,0.578,0.0,0.127,0.606,130.004,51,0
823,Gaab,Tem Café,2017-09-15,0.6940000000000001,0.506,4,-10.272,0,0.29,0.0346,0.0,0.0774,0.263,169.86599999999999,63,2
824,Pk,Quando a vontade bater (Participação especial de PK Delas),2019-03-04,0.621,0.7,8,-5.502000000000001,1,0.247,0.539,0.0,0.152,0.7040000000000001,149.90200000000002,68,3
825,Post Malone,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",2019-02-22,0.604,0.754,2,-4.243,1,0.11900000000000001,0.27399999999999997,3.53e-06,0.0947,0.28,179.83599999999998,62,3
826,Lykke Li,I Follow Rivers - The Magician Remix,2011-10-10,0.7859999999999999,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.97399999999999,73,1
827,MCs Thin e Alexandre,Novinha Você É uma Flor,2018-06-22,0.86,0.469,7,-6.2620000000000005,1,0.109,0.23,0.0,0.0988,0.769,130.126,52,5
828,Matheus & Kauan,Vou Ter Que Superar - Ao Vivo,2019-03-22,0.505,0.721,1,-5.86,1,0.061,0.768,0.0,0.8690000000000001,0.42100000000000004,106.24799999999999,68,4
829,Netto,Quando a Vontade Bater,2019-07-09,0.785,0.77,8,-5.2589999999999995,1,0.077,0.019,2.09e-06,0.282,0.405,125.04700000000001,29,7
830,MEDUZA,Piece Of Your Heart - Alok Remix,2019-06-07,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.33399999999999996,0.192,124.03299999999999,78,1
831,Lionel Richie,You Are,2012-01-01,0.639,0.649,10,-9.199,1,0.0259,0.365,1.4099999999999999e-05,0.0462,0.479,107.238,35,0
